giraffe	Does it hunt in a group?	no
giraffe	How does it communicate with others of its kind?	communicate;vocalization;gesture
giraffe	Does it have scales?	no
giraffe	Is the animal aquatic?	no
giraffe	Is this an arctic animal?	no
giraffe	Is this animal exploited by humans?	face;threat;habitat;loss
giraffe	Does the animal live in cities?	naturally;city;zoo;reserve
giraffe	Does this animal fly?	no
giraffe	How fast is it?	run;speed;35
giraffe	What are its dimensions?	adult;male;weigh;pound;female;15;18
giraffe	Does the animal have moist or scaly skin?	dry;skin
giraffe	Can the animal echolocate?	no
giraffe	Can the animal metamorphose?	no
giraffe	Can the animal be typically found in a circus?	circus;topic;ethical;ban;wild
zebra	Is it a carnivore or herbivore?	herbivore
zebra	Is it a vertebrate or invertebrate?	vertebrate
zebra	Has it ever been domesticated?	not been
zebra	Is it a mammal?	yes
zebra	Does it have fur?	yes
zebra	In which environments does it live?	grassland;habitat;savanna;plain
zebra	What does it eat?	mainly;eat;grass
zebra	How many legs does it have, if any?	four;leg
zebra	Does it produce eggs?	no
zebra	Is it a prey or a predator?	prey;lion;hyena
zebra	Does it have wings, legs, or fins?	leg;wing
zebra	In what continents does it predominantly live?	africa
zebra	Is it considered dangerous to humans?	not considered
zebra	Is it eaten by humans?	eat;human;instance;meat
zebra	Is the animal capable of jumping?	jump;especially
zebra	Is it taller than humans on average?	short;adult;human
zebra	Does it live in groups?	live;group
zebra	Is it commonly kept as a pet?	not commonly
zebra	Does it migrate long distances?	seasonal;migration;search
zebra	Is it known for its intelligence?	intelligent
zebra	Is it an endangered species?	different;specie;different;conservation;status
zebra	Is it a nocturnal animal?	strictly;nocturnal
zebra	Does it hibernate?	no
zebra	Does it have sharp teeth?	tooth;graze;sharp
zebra	Does it have sharp claws?	not have
zebra	Is it a feline?	no
zebra	Is it an amphibian?	no
zebra	Is it a reptile?	no
zebra	What is its most distinguishable feature?	black;coat
zebra	Does it have cold or warm blood?	warm;blood
zebra	Does it hunt in a group?	no
zebra	How does it communicate with others of its kind?	communicate;body;facial;expression
zebra	Does it have scales?	no
zebra	Is the animal aquatic?	no
zebra	Is this an arctic animal?	no
zebra	Is this animal exploited by humans?	sometimes;captivity;exhibition;purpose
zebra	Does the animal live in cities?	naturally;live;city;zoo
zebra	Does this animal fly?	no
zebra	How fast is it?	runner;speed;65;40
zebra	What are its dimensions?	vary;size;depend;adult;height;440;990
zebra	Does the animal have moist or scaly skin?	skin;neither;moist;scaly
zebra	Can the animal echolocate?	no
zebra	Can the animal metamorphose?	no
zebra	Can the animal be typically found in a circus?	historically;find;circus;wild;animal
cheetah	Is it a carnivore or herbivore?	carnivore
cheetah	Is it a vertebrate or invertebrate?	vertebrate
cheetah	Has it ever been domesticated?	keep;captivity;fully;domesticate
cheetah	Is it a mammal?	yes
cheetah	Does it have fur?	yes
cheetah	In which environments does it live?	find;open;savanna
cheetah	What does it eat?	eat;medium;sized
cheetah	How many legs does it have, if any?	four;leg
cheetah	Does it produce eggs?	no
cheetah	Is it a prey or a predator?	predator
cheetah	Does it have wings, legs, or fins?	wing
cheetah	In what continents does it predominantly live?	find;africa
cheetah	Is it considered dangerous to humans?	not considered
cheetah	Is it eaten by humans?	eat;human
cheetah	Is the animal capable of jumping?	yes
cheetah	Is it taller than humans on average?	no
cheetah	Does it live in groups?	solitary;although;find
cheetah	Is it commonly kept as a pet?	keep;pet;recommend;specific
cheetah	Does it migrate long distances?	typically;migrate;long;distance;cover
cheetah	Is it known for its intelligence?	intelligent;exhibit;problem;solve;ability
cheetah	Is it an endangered species?	yes
cheetah	Is it a nocturnal animal?	diurnal;active
cheetah	Does it hibernate?	no
cheetah	Does it have sharp teeth?	yes
cheetah	Does it have sharp claws?	yes
cheetah	Is it a feline?	yes
cheetah	Is it an amphibian?	no
cheetah	Is it a reptile?	no
cheetah	What is its most distinguishable feature?	slender;build;coat;spot
cheetah	Does it have cold or warm blood?	mammal;warm;blood
cheetah	Does it hunt in a group?	usually;hunt;although;hunt
cheetah	How does it communicate with others of its kind?	communicate;vocalization;body
cheetah	Does it have scales?	no
cheetah	Is the animal aquatic?	not aquatic
cheetah	Is this an arctic animal?	no
cheetah	Is this animal exploited by humans?	face;illegal;wildlife;trade
cheetah	Does the animal live in cities?	naturally;live;city;zoo
cheetah	Does this animal fly?	no
cheetah	How fast is it?	fast;land;reach;speed;75;burst
cheetah	What are its dimensions?	adult;weigh;77;143;pound;body;length
cheetah	Does the animal have moist or scaly skin?	skin;neither;moist;scaly
cheetah	Can the animal echolocate?	no
cheetah	Can the animal metamorphose?	no
cheetah	Can the animal be typically found in a circus?	wild;animal;circus;topic;ethical
gorilla	Is it a carnivore or herbivore?	primarily;herbivore
gorilla	Is it a vertebrate or invertebrate?	vertebrate
gorilla	Has it ever been domesticated?	not been
gorilla	Is it a mammal?	yes
gorilla	Does it have fur?	yes
gorilla	In which environments does it live?	dense;forest;forest;africa
gorilla	What does it eat?	eat;plant
gorilla	How many legs does it have, if any?	four;leg
gorilla	Does it produce eggs?	no
gorilla	Is it a prey or a predator?	not predator
gorilla	Does it have wings, legs, or fins?	leg;wing
gorilla	In what continents does it predominantly live?	native;central;africa
gorilla	Is it considered dangerous to humans?	not considered
gorilla	Is it eaten by humans?	eat;human;hunting
gorilla	Is the animal capable of jumping?	jumping
gorilla	Is it taller than humans on average?	adult;male;tall;average;human
gorilla	Does it live in groups?	live;social;group;troop
gorilla	Is it commonly kept as a pet?	keep;pet;illegal;complex;need
gorilla	Does it migrate long distances?	not migrate
gorilla	Is it known for its intelligence?	highly;intelligent;problem;solve
gorilla	Is it an endangered species?	yes
gorilla	Is it a nocturnal animal?	diurnal;mean;active
gorilla	Does it hibernate?	no
gorilla	Does it have sharp teeth?	powerful;tooth;sharp
gorilla	Does it have sharp claws?	not have
gorilla	Is it a feline?	no
gorilla	Is it an amphibian?	no
gorilla	Is it a reptile?	no
gorilla	What is its most distinguishable feature?	distinguishable;feature;male;gray;silverback
gorilla	Does it have cold or warm blood?	warm;blood
gorilla	Does it hunt in a group?	not hunt
gorilla	How does it communicate with others of its kind?	communicate;vocalization;expression;silverback;communicate
gorilla	Does it have scales?	no
gorilla	Is the animal aquatic?	no
gorilla	Is this an arctic animal?	no
gorilla	Is this animal exploited by humans?	threat;exploit;illegal;wildlife
gorilla	Does the animal live in cities?	naturally;live;city;zoo
gorilla	Does this animal fly?	no
gorilla	How fast is it?	speed;agility
gorilla	What are its dimensions?	adult;male;weigh;300;400;adult;small;150;250
gorilla	Does the animal have moist or scaly skin?	skin;neither;moist;scaly
gorilla	Can the animal echolocate?	no
gorilla	Can the animal metamorphose?	no
gorilla	Can the animal be typically found in a circus?	wild;animal;circus;topic;ethical
kangaroo	Is it a carnivore or herbivore?	herbivore
kangaroo	Is it a vertebrate or invertebrate?	vertebrate
kangaroo	Has it ever been domesticated?	not been
kangaroo	Is it a mammal?	yes
kangaroo	Does it have fur?	yes
kangaroo	In which environments does it live?	native;australia;environment
kangaroo	What does it eat?	grass;plant;material
kangaroo	How many legs does it have, if any?	four;leg
kangaroo	Does it produce eggs?	no
kangaroo	Is it a prey or a predator?	prey;defend
kangaroo	Does it have wings, legs, or fins?	leg;wing
kangaroo	In what continents does it predominantly live?	australia
kangaroo	Is it considered dangerous to humans?	consider;human;corner
kangaroo	Is it eaten by humans?	australia;meat;consume
kangaroo	Is the animal capable of jumping?	yes
kangaroo	Is it taller than humans on average?	tall;stand;human;hind
kangaroo	Does it live in groups?	live;group;mob;troop
kangaroo	Is it commonly kept as a pet?	keep;pet;subject
kangaroo	Does it migrate long distances?	movement;search;long;distance
kangaroo	Is it known for its intelligence?	not known
kangaroo	Is it an endangered species?	different;specie;different
kangaroo	Is it a nocturnal animal?	crepuscular;mean;active
kangaroo	Does it hibernate?	no
kangaroo	Does it have sharp teeth?	sharp;incisor;molar;cut
kangaroo	Does it have sharp claws?	sharp;claw;hind;defense
kangaroo	Is it a feline?	no
kangaroo	Is it an amphibian?	no
kangaroo	Is it a reptile?	no
kangaroo	What is its most distinguishable feature?	distinguishable;feature;powerful;hind
kangaroo	Does it have cold or warm blood?	warm;blood
kangaroo	Does it hunt in a group?	not hunt
kangaroo	How does it communicate with others of its kind?	communicate;vocalization;body;hind
kangaroo	Does it have scales?	no
kangaroo	Is the animal aquatic?	no
kangaroo	Is this an arctic animal?	no
kangaroo	Is this animal exploited by humans?	sometimes;meat;hide
kangaroo	Does the animal live in cities?	naturally;live;city;region
kangaroo	Does this animal fly?	no
kangaroo	How fast is it?	excellent;reach;speed;40
kangaroo	What are its dimensions?	vary;among;red;large;stand;200
kangaroo	Does the animal have moist or scaly skin?	skin;neither;moist;scaly
kangaroo	Can the animal echolocate?	no
kangaroo	Can the animal metamorphose?	no
kangaroo	Can the animal be typically found in a circus?	use;animal;circus;controversy;welfare
koala	Is it a carnivore or herbivore?	herbivore
koala	Is it a vertebrate or invertebrate?	vertebrate
koala	Has it ever been domesticated?	not been
koala	Is it a mammal?	yes
koala	Does it have fur?	yes
koala	In which environments does it live?	native;australia;eucalyptus
koala	What does it eat?	eat;eucalyptus
koala	How many legs does it have, if any?	four;leg
koala	Does it produce eggs?	no
koala	Is it a prey or a predator?	not predator
koala	Does it have wings, legs, or fins?	wing
koala	In what continents does it predominantly live?	australia
koala	Is it considered dangerous to humans?	not considered
koala	Is it eaten by humans?	eat;human
koala	Is the animal capable of jumping?	jumping;climb
koala	Is it taller than humans on average?	human;cat
koala	Does it live in groups?	solitary;animal
koala	Is it commonly kept as a pet?	not a
koala	Does it migrate long distances?	long;distance;move
koala	Is it known for its intelligence?	not known
koala	Is it an endangered species?	vulnerable;due;habitat;threat
koala	Is it a nocturnal animal?	crepuscular;mean;active
koala	Does it hibernate?	not hibernate
koala	Does it have sharp teeth?	sharp;incisor;cut;eucalyptus
koala	Does it have sharp claws?	sharp;claw
koala	Is it a feline?	no
koala	Is it an amphibian?	no
koala	Is it a reptile?	no
koala	What is its most distinguishable feature?	distinguishable;feature;ear;round
koala	Does it have cold or warm blood?	warm;blood
koala	Does it hunt in a group?	not hunt
koala	How does it communicate with others of its kind?	communicate;vocalization
koala	Does it have scales?	no
koala	Is the animal aquatic?	no
koala	Is this an arctic animal?	no
koala	Is this animal exploited by humans?	face;threat;destruction;instance
koala	Does the animal live in cities?	naturally;live;city;urban;natural
koala	Does this animal fly?	no
koala	How fast is it?	land
koala	What are its dimensions?	adult;typically;weigh;33;length;24;33;short
koala	Does the animal have moist or scaly skin?	skin;neither;moist;scaly
koala	Can the animal echolocate?	no
koala	Can the animal metamorphose?	no
koala	Can the animal be typically found in a circus?	wild;animal;circus;topic;ethical
panda	Is it a carnivore or herbivore?	herbivore
panda	Is it a vertebrate or invertebrate?	vertebrate
panda	Has it ever been domesticated?	not been
panda	Is it a mammal?	yes
panda	Does it have fur?	yes
panda	In which environments does it live?	native;region;central;bamboo
panda	What does it eat?	eat;bamboo;plant;material;small
panda	How many legs does it have, if any?	four;leg
panda	Does it produce eggs?	no
panda	Is it a prey or a predator?	predator;herbivorous;serve;prey
panda	Does it have wings, legs, or fins?	wing
panda	In what continents does it predominantly live?	native;asia;china
panda	Is it considered dangerous to humans?	not considered
panda	Is it eaten by humans?	eat;human;instance;historical
panda	Is the animal capable of jumping?	jumping
panda	Is it taller than humans on average?	adult;stand;human
panda	Does it live in groups?	usually;solitary;animal;come;together
panda	Is it commonly kept as a pet?	not a
panda	Does it migrate long distances?	not migrate
panda	Is it known for its intelligence?	not known
panda	Is it an endangered species?	yes
panda	Is it a nocturnal animal?	crepuscular;mean;active
panda	Does it hibernate?	not hibernate
panda	Does it have sharp teeth?	sharp;tooth;chew;bamboo
panda	Does it have sharp claws?	sharp;retractable
panda	Is it a feline?	no
panda	Is it an amphibian?	no
panda	Is it a reptile?	no
panda	What is its most distinguishable feature?	distinguishable;feature;black;white;black
panda	Does it have cold or warm blood?	warm;blood
panda	Does it hunt in a group?	not hunt
panda	How does it communicate with others of its kind?	communicate;vocalization;body
panda	Does it have scales?	no
panda	Is the animal aquatic?	no
panda	Is this an arctic animal?	no
panda	Is this animal exploited by humans?	focus;conservation;illegal;wildlife;trade
panda	Does the animal live in cities?	naturally;live;city;zoo
panda	Does this animal fly?	no
panda	How fast is it?	speed;adapted
panda	What are its dimensions?	adult;weigh;75;250;length
panda	Does the animal have moist or scaly skin?	skin;neither;moist;scaly
panda	Can the animal echolocate?	no
panda	Can the animal metamorphose?	no
panda	Can the animal be typically found in a circus?	wild;animal;circus;topic;ethical
polar bear	Is it a carnivore or herbivore?	bear
polar bear	Is it a vertebrate or invertebrate?	bear
polar bear	Has it ever been domesticated?	not been
polar bear	Is it a mammal?	yes
polar bear	Does it have fur?	yes
polar bear	In which environments does it live?	bear;find;arctic;region;area
polar bear	What does it eat?	bear;eat;seal;marine
polar bear	How many legs does it have, if any?	bear;four
polar bear	Does it produce eggs?	no
polar bear	Is it a prey or a predator?	bear
polar bear	Does it have wings, legs, or fins?	bear
polar bear	In what continents does it predominantly live?	bear;find;region;north
polar bear	Is it considered dangerous to humans?	bear;dangerous;human;threatened;caution
polar bear	Is it eaten by humans?	bear;meat;consume;bear;bear
polar bear	Is the animal capable of jumping?	bear;jumping;strong
polar bear	Is it taller than humans on average?	male;bear;tall;human
polar bear	Does it live in groups?	bear;solitary;except;mother
polar bear	Is it commonly kept as a pet?	keep;bear;pet;illegal;impractical
polar bear	Does it migrate long distances?	bear;long;distance;migration;ice
polar bear	Is it known for its intelligence?	bear;intelligent;technique
polar bear	Is it an endangered species?	bear;vulnerable;loss
polar bear	Is it a nocturnal animal?	bear;strict;nocturnal
polar bear	Does it hibernate?	not hibernate
polar bear	Does it have sharp teeth?	yes
polar bear	Does it have sharp claws?	bear;strong;sharp
polar bear	Is it a feline?	no
polar bear	Is it an amphibian?	no
polar bear	Is it a reptile?	no
polar bear	What is its most distinguishable feature?	distinguishable;feature;bear
polar bear	Does it have cold or warm blood?	bear;warm
polar bear	Does it hunt in a group?	bear;solitary;hunter;together
polar bear	How does it communicate with others of its kind?	bear;communicate;vocalization
polar bear	Does it have scales?	no
polar bear	Is the animal aquatic?	bear;strong;swimmer;aquatic;environment
polar bear	Is this an arctic animal?	yes
polar bear	Is this animal exploited by humans?	bear;face;threat;change;human
polar bear	Does the animal live in cities?	bear;live;city;find
polar bear	Does this animal fly?	no
polar bear	How fast is it?	bear;capable;reach;speed;25
polar bear	What are its dimensions?	adult;male;bear;weigh;900;female
polar bear	Does the animal have moist or scaly skin?	bear;skin;neither;moist;scaly
polar bear	Can the animal echolocate?	not echolocate
polar bear	Can the animal metamorphose?	no
polar bear	Can the animal be typically found in a circus?	animal;bear;circus;ban
grizzly bear	Is it a carnivore or herbivore?	bear;omnivore;mean
grizzly bear	Is it a vertebrate or invertebrate?	bear
grizzly bear	Has it ever been domesticated?	not been
grizzly bear	Is it a mammal?	yes
grizzly bear	Does it have fur?	yes
grizzly bear	In which environments does it live?	bear;variety;environment;tundra
grizzly bear	What does it eat?	bear;diverse;diet;fish
grizzly bear	How many legs does it have, if any?	bear;four
grizzly bear	Does it produce eggs?	no
grizzly bear	Is it a prey or a predator?	bear;apex;predator;ecosystem
grizzly bear	Does it have wings, legs, or fins?	bear
grizzly bear	In what continents does it predominantly live?	bear;north
grizzly bear	Is it considered dangerous to humans?	bear;dangerous;threatened;human;caution
grizzly bear	Is it eaten by humans?	bear;eat;human;meat
grizzly bear	Is the animal capable of jumping?	bear;jumping
grizzly bear	Is it taller than humans on average?	male;bear;tall;human
grizzly bear	Does it live in groups?	bear;solitary;animal;except;mother
grizzly bear	Is it commonly kept as a pet?	bear;bear
grizzly bear	Does it migrate long distances?	bear;cover;large;distance;long
grizzly bear	Is it known for its intelligence?	bear;intelligent;problem;solve
grizzly bear	Is it an endangered species?	status;bear;endanger;hunting
grizzly bear	Is it a nocturnal animal?	bear;crepuscular;mean
grizzly bear	Does it hibernate?	bear;period;winter;dormancy;winter
grizzly bear	Does it have sharp teeth?	yes
grizzly bear	Does it have sharp claws?	bear;powerful;claw;dig;climbing
grizzly bear	Is it a feline?	no
grizzly bear	Is it an amphibian?	no
grizzly bear	Is it a reptile?	no
grizzly bear	What is its most distinguishable feature?	distinguishable;feature;bear;curved
grizzly bear	Does it have cold or warm blood?	bear;warm;blood
grizzly bear	Does it hunt in a group?	bear;solitary;hunter;although
grizzly bear	How does it communicate with others of its kind?	bear;communicate
grizzly bear	Does it have scales?	no
grizzly bear	Is the animal aquatic?	bear;good;swimmer;aquatic
grizzly bear	Is this an arctic animal?	bear;exclusively;arctic;animal;northern
grizzly bear	Is this animal exploited by humans?	bear;historical;exploitation;hunting
grizzly bear	Does the animal live in cities?	bear;naturally;live;city;urban
grizzly bear	Does this animal fly?	no
grizzly bear	How fast is it?	bear;reach;speed;30
grizzly bear	What are its dimensions?	adult;bear;vary;male;weigh;600;10
grizzly bear	Does the animal have moist or scaly skin?	bear;skin;neither;moist
grizzly bear	Can the animal echolocate?	not echolocate
grizzly bear	Can the animal metamorphose?	no
grizzly bear	Can the animal be typically found in a circus?	wild;animal;bear;circus;topic
brown bear	Is it a carnivore or herbivore?	bear;omnivore
brown bear	Is it a vertebrate or invertebrate?	bear
brown bear	Has it ever been domesticated?	not been
brown bear	Is it a mammal?	yes
brown bear	Does it have fur?	yes
brown bear	In which environments does it live?	bear;environment;region
brown bear	What does it eat?	bear;diverse;diet;fish
brown bear	How many legs does it have, if any?	bear;four
brown bear	Does it produce eggs?	no
brown bear	Is it a prey or a predator?	bear;omnivorous;predator;predator
brown bear	Does it have wings, legs, or fins?	not have
brown bear	In what continents does it predominantly live?	bear
brown bear	Is it considered dangerous to humans?	bear;threatened;bear
brown bear	Is it eaten by humans?	bear;consume;eat;bear
brown bear	Is the animal capable of jumping?	bear;capable;jumping
brown bear	Is it taller than humans on average?	bear;tall;human
brown bear	Does it live in groups?	bear;solitary;animal
brown bear	Is it commonly kept as a pet?	keep;bear;pet;impractical;illegal
brown bear	Does it migrate long distances?	bear;cover;distance;food;especially
brown bear	Is it known for its intelligence?	bear;intelligent;know
brown bear	Is it an endangered species?	bear;status;overall;specie
brown bear	Is it a nocturnal animal?	bear;crepuscular;mean
brown bear	Does it hibernate?	yes
brown bear	Does it have sharp teeth?	yes
brown bear	Does it have sharp claws?	yes
brown bear	Is it a feline?	no
brown bear	Is it an amphibian?	no
brown bear	Is it a reptile?	no
brown bear	What is its most distinguishable feature?	bear;recognize
brown bear	Does X have cold or warm blood?	bear;blood
brown bear	Does X hunt in a group?	bear;bear
brown bear	How does X communicate with others of its kind?	bear;communicate
brown bear	Does X have scales?	no
brown bear	Is the animal aquatic?	bear;aquatic;proficient;swimmer
brown bear	Is this an arctic animal?	bear;exclusively;animal
brown bear	Is this animal exploited by humans?	bear;exploitation;conservation
brown bear	Does the animal live in cities?	bear;urban;area;bear;settlement
brown bear	Does this animal fly?	no
brown bear	How fast is it?	bear;run;speed;30
brown bear	What are its dimensions?	adult;male;bear;500;female;200;600
brown bear	Does the animal have moist or scaly skin?	bear;neither;moist
brown bear	Can the animal echolocate?	no
brown bear	Can the animal metamorphose?	no
brown bear	Can the animal be typically found in a circus?	animal;bear;circus
penguin	Is it a carnivore or herbivore?	carnivore;primarily;feed;fish;marine
penguin	Is it a vertebrate or invertebrate?	vertebrate
penguin	Has it ever been domesticated?	not been
penguin	Is it a mammal?	no
penguin	Does it have fur?	no
penguin	In which environments does it live?	southern;hemisphere;region;antarctica;south
penguin	What does it eat?	eat;fish;marine
penguin	How many legs does it have, if any?	two;leg
penguin	Does it produce eggs?	yes
penguin	Is it a prey or a predator?	predator;fish;prey;marine;predator
penguin	Does it have wings, legs, or fins?	wing;flipper;swimming;leg
penguin	In what continents does it predominantly live?	antarctica;south;africa;australia
penguin	Is it considered dangerous to humans?	not considered
penguin	Is it eaten by humans?	protect;law
penguin	Is the animal capable of jumping?	jump;skilled;swimmer
penguin	Is it taller than humans on average?	human;height;vary;among
penguin	Does it live in groups?	often;live;colony;breeding
penguin	Is it commonly kept as a pet?	keep;pet
penguin	Does it migrate long distances?	engage;long;distance;migration
penguin	Is it known for its intelligence?	level;intelligence;behavior
penguin	Is it an endangered species?	specie;threaten;endanger;habitat;climate
penguin	Is it a nocturnal animal?	diurnal;mean;active
penguin	Does it hibernate?	not hibernate
penguin	Does it have sharp teeth?	not have
penguin	Does it have sharp claws?	not have
penguin	Is it a feline?	no
penguin	Is it an amphibian?	no
penguin	Is it a reptile?	no
penguin	What is its most distinguishable feature?	recognize;black;plumage;flipper;upright
penguin	Does X have cold or warm blood?	blooded
penguin	Does X hunt in a group?	hunt;group
penguin	How does X communicate with others of its kind?	vocalization;body;communicate
penguin	Does X have scales?	no
penguin	Is the animal aquatic?	adapt;aquatic;terrestrial;life;spend
